racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2026-02-28","1.55.","Doncaster","Virgin Bet Supports Safe Gambling Handicap Chase (GBB Race)","5yo+","Class 2",,"2m.5f ","20812","Soft","5","3rd","1.75","Gabriels Getaway (IRE)","0","Honeyball, A J","9","Dingle, Rex","0","144","12",,"126","4 mins 10.05s","250.05","18.75","132","16.5","3","National Hunt","15.5","4.6","2","2","3598","0","Handicap Chase","raced in fourth, went third after 7th, asked for effort after 3 out, beaten before last","6","None","Left Handed","Blnk TT","35","20","Getaway (GER)","Slight Undulations","4784","Gelding","Chosen Destiny (IRE)","Well Chosen","150",
"2026-02-28","1.55.","Doncaster","Virgin Bet Supports Safe Gambling Handicap Chase (GBB Race)","5yo+","Class 2",,"2m.5f ","20812","Soft","5","4th","1.5","Hercule Du Seuil (FR)","0","Mulholland, N P","9","McLernon, R P","0","168","22",,"150","4 mins 10.05s","250.05","20.25","132","16.5","4","National Hunt","0","0","2","2","3598","0","Handicap Chase","raced in last, went fourth 8th, ridden after 3 out, soon beaten","1","None","Left Handed","Hood TT","41","19","Saddler Maker (IRE)","Slight Undulations","2392","Gelding","Cibelle Du Seuil (FR)","Saint Des Saints (FR)","150",
"2026-02-28","1.55.","Doncaster","Virgin Bet Supports Safe Gambling Handicap Chase (GBB Race)","5yo+","Class 2",,"2m.5f ","20812","Soft","5","PU",,"Homme Public (FR)","0","Greenall, O / Guerriero, J","9","Wynne, Toby","0","148","3",,"130","4 mins 10.05s","250.05",,"132","16.5","PU","National Hunt","4.4262122","1.8822954","2","2","3598","0","Handicap Chase","prominent, reminders after 5th, dropped to last 8th, soon detached, pulled up after 4 out","5","None","Left Handed","Vsor TT","35","32","Cokoriko (FR)","Slight Undulations",,"Gelding","Uddy (FR)","Voix Du Nord (FR)","150",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","1st",,"Jasmin De Grugy (FR)","0","Honeyball, A J","7","McLernon, R P","0","157","5",,"126","6 mins 49.87s","409.87",,"123.5","26","1","National Hunt","5.8","2.56","3","3","5721","0","Handicap Chase","midfield, improved into second 12th, closed on leader 4 out, led 2 out, pushed clear before last, eased down near finish, easily","6","None","Left Handed","CkPc TT","58","13","Masked Marvel","Slight Undulations","36421","Gelding","Rose De Grugy (FR)","Alamo Bay (USA)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","2nd","33","Some Scope","0","Hobson, Richard","8","Maggs, Mr Charlie","3","150","6.5",,"122","6 mins 49.87s","409.87","33","123.5","26","2","National Hunt","9.2","2.95883325","3","3","5721","0","Handicap Chase","led, went clear after 3rd, reduced advantage 4 out, soon ridden, pressed after 3 out, headed 2 out, plugged on, no chance with easy winner","10","None","Left Handed","Vsor TT","35","21","Telescope (IRE)","Slight Undulations","16744","Gelding","Rosygo (IRE)","Oscar (IRE)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","3rd","15","New Order (IRE)","0","Longsdon, C E","8","Twiston-Davies, Sam","0","156","3.5","(JFav)","125","6 mins 49.87s","409.87","48","123.5","26","3","National Hunt","5.31626914","1.96","3","3","5721","0","Handicap Chase","wore red hood to post, midfield, went third before 4 out, pushed along after 4 out, lost third before 2 out, left in third last, no impression","7","None","Left Handed"," TT","35","15","Yeats (IRE)","Slight Undulations","8372","Gelding","Ballylough Lady (IRE)","Mister Lord (USA)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","PU",,"Destroytheevidence","0","Bailey, K C","8","Bellamy, Tom","0","165","8",,"134","6 mins 49.87s","409.87",,"123.5","26","PU","National Hunt","10.5","3.05","3","3","5721","0","Handicap Chase","chased along start, raced in last, struggling 8th, pulled up after 8th","2","None","Left Handed","Vsor","44","19","Kayf Tara","Slight Undulations",,"Gelding","Mathine (FR)","Malinas (GER)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","PU",,"Theformismighty","0","Skelton, Daniel","9","Durrell, Mr T","0","149","8",,"118","6 mins 49.87s","409.87",,"123.5","26","PU","National Hunt","9.73026284","2.9","3","3","5721","0","Handicap Chase","prominent, pushed along and lost place after 13th, soon held, pulled up before 2 out","13","None","Left Handed","CkPc TT","32","16","Black Sam Bellamy (IRE)","Slight Undulations",,"Gelding","Mimi Equal","Alflora (IRE)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","PU",,"Moroder (IRE)","0","Mullins, J W","12","Best, J A","0","151","12",,"120","6 mins 49.87s","409.87",,"123.5","26","PU","National Hunt","14.1439824","3.5","3","3","5721","0","Handicap Chase","midfield, dropped to rear 7th, detached after 8th, pulled up before 9th","12","None","Left Handed","Blnk","61","35","Morozov (USA)","Slight Undulations",,"Gelding","Another Tonto (IRE)","Definite Article","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","PU",,"Broomfields Cave (IRE)","0","Mulholland, N P","9","Harris, Bradley","3","148","7.5",,"120","6 mins 49.87s","409.87",,"123.5","26","PU","National Hunt","10.5","2.8853295","3","3","5721","0","Handicap Chase","held up in touch, struggling 10th, pushed along after 14th, pulled up before 2 out","11","None","Left Handed","CkPc","64","18","Court Cave (IRE)","Slight Undulations",,"Gelding","Dreaming On (IRE)","Vinnie Roe (IRE)","134",
"2026-02-28","2.30.","Doncaster","Virgin Bet Grimthorpe Handicap Chase (GBB Race)","5yo+","Class 2",,"3m2f ","36421","Soft","8","UR",,"Dartmoor Pirate","0","Honeyball, A J","7","Dingle, Rex","0","161","3.5","(JFav)","130","6 mins 49.87s","409.87",,"123.5","26","UR","National Hunt","5.8","2.06843335","3","3","5721","0","Handicap Chase","midfield, detached 14th, rallied into third before 2 out, about to challenge for second when unseated rider last","4","None","Left Handed"," TT","35","14","Black Sam Bellamy (IRE)","Slight Undulations",,"Gelding","Behra (IRE)","Grand Lodge (USA)","134",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","1st",,"Leader Crik (FR)","0","Twiston-Davies, N A","5","Twiston-Davies, Sam","0","161","5",,"0","4 mins 55.44s","295.44",,"54","19.5","1","National Hunt","7.7321011","2.4","3","3","4268","0","Maiden Hurdle","tracked leaders, shaken up to challenge between horses before 2 out, led before last, drew clear run-in, comfortably","6","None","Left Handed",,"127","1","Beaumec De Houelle (FR)","Slight Undulations","8169","Gelding","Beautifull Crik (FR)","Sageburg (IRE)","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","2nd","12","Tamarind Bay (IRE)","0","Bowen, Mickey","6","Fenelon, S","5","156","11",,"111","4 mins 55.44s","295.44","12","54","19.5","2","National Hunt","15.5","3.15","3","3","4268","0","Maiden Hurdle","held up in touch, asked for effort before 2 out, stayed on into third last, took second run-in, no chance with winner","8","None","Left Handed",,"101","13","Elusive Pimpernel (USA)","Slight Undulations","3764","Gelding","Tempest River (IRE)","Old Vic","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","3rd","1","Dropematthestation","0","Pauling, Ben","6","Woods, K K","0","161","2.5",,"116","4 mins 55.44s","295.44","13","54","19.5","3","National Hunt","4","1.56","3","3","4268","0","Maiden Hurdle","prominent, led 6th, headed before 3 out, led again 2 out, ridden and headed before last, lost second run-in","4","None","Left Handed"," TT","23","3","Frontiersman","Slight Undulations","1881","Gelding","La Creole (FR)","Astarabad (USA)","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","4th","5.5","Kefir Doudairies (FR)","0","Murphy, Olly","6","Bowen, James C","0","161","1.38","(Fav)","112","4 mins 55.44s","295.44","18.5","54","19.5","4","National Hunt","2.55711475","1.27","3","3","4268","0","Maiden Hurdle","wore red hood to post, midfield, asked for effort after 2 out, briefly went third before last where lost third, no impression","5","None","Left Handed"," TT","86","5","Seahenge (USA)","Slight Undulations","942","Gelding","Dame Doudairies (FR)","Turgeon (USA)","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","5th","6.5","Lightfingered Jack","0","King, A","7","Bellamy, Tom","0","161","12",,"0","4 mins 55.44s","295.44","25","54","19.5","5","National Hunt","15.5","3.4691671","3","3","4268","0","Maiden Hurdle","held up in touch, ridden before 2 out, no impression after 2 out","7","None","Left Handed",,"79","2","Getaway (GER)","Slight Undulations","0","Gelding","Polly Peachum (IRE)","Shantou (USA)","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","6th","0.75","Bobbarelli","0","Twiston-Davies, N A","9","Jackson-Fennell, Miss A","7","154","33",,"0","4 mins 55.44s","295.44","25.75","54","19.5","6","National Hunt","42","8.76067402","3","3","4268","0","Maiden Hurdle","led, headed 6th, led again before 3 out, shaken up before 2 out where headed, weakened before last","3","None","Left Handed","Hood TT","302","1","Schiaparelli (GER)","Slight Undulations","0","Gelding","Bobba Benetta (IRE)","Beneficial","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","7th","32","Whos Glen (FR)","0","McCain Jnr, D","5","Gillard, Mr T","0","161","11",,"108","4 mins 55.44s","295.44","57.75","54","19.5","7","National Hunt","13.65306757","2.86","3","3","4268","0","Maiden Hurdle","midfield, pushed along and lost place before 2 out, soon well beaten","9","None","Left Handed",,"44","15","Gleneagles (IRE)","Slight Undulations","0","Gelding","Whos Steph (IRE)","Zoffany (IRE)","116",
"2026-02-28","3.05.","Doncaster","Virgin Bet Every Saturday Money Back Maiden Hurdle (GBB Race)","4yo+","Class 3",,"2m3.5f ","8169","Soft","8","8th","1.25","Asta La Vista","0","Longsdon, C E","5","OBrien, P V","0","161","40",,"0","4 mins 55.44s","295.44","59","54","19.5","8","National Hunt","83.59916341","13","3","3","4268","0","Maiden Hurdle","raced keenly in midfield, pushed along and dropped to rear after 3 out, soon beaten","1","None","Left Handed",,"128","2","Telescope (IRE)","Slight Undulations","0","Gelding","One Of The Last","Supreme Leader","116",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","1st",,"Caramelo Rapido (IRE)","0","Walford, Mark","7","Bowen, James C","0","161","2.75",,"98","4 mins 21.03s","261.03",,"97","16.5","1","National Hunt","4.2","1.54064891","2","3","3648","0","Handicap Novices Hurdle","held up in touch, progress into third after 3rd, ridden after 2 out, led before last, kept on well","5","None","Left Handed",,"37","9","Spanish Moon (USA)","Slight Undulations","4330","Gelding","Capuccina (FR)","Lavirco (GER)","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","2nd","3.75","The Resdev Tyke","0","Easterby, M W","5","Midgley, Tom","3","165","2.5",,"105","4 mins 21.03s","261.03","3.75","97","16.5","2","National Hunt","4.2","1.47","2","3","3648","0","Handicap Novices Hurdle","prominent, hampered 3rd, not fluent 2 out, ridden to challenge before last, kept on but no match for winner","2","None","Left Handed",,"43","6","Schiaparelli (GER)","Slight Undulations","1993","Gelding","Bella (FR)","Johann Quatz (FR)","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","3rd","5","Animato","0","McCain Jnr, D","7","Gillard, Mr T","0","160","28",,"97","4 mins 21.03s","261.03","8.75","97","16.5","3","National Hunt","45.22352561","5.8266612","2","3","3648","0","Handicap Novices Hurdle","prominent, left in lead 3rd, ridden and headed before last, plugged on run-in","6","None","Left Handed","CkPc TT","24","49","Ulysses (IRE)","Slight Undulations","996","Gelding","Blithe","Pivotal","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","4th","4.25","Yummy (IRE)","0","Skelton, Daniel","5","Durrell, Mr T","0","145","7.5",,"82","4 mins 21.03s","261.03","13","97","16.5","4","National Hunt","11","2.94530107","2","3","3648","0","Handicap Novices Hurdle","midfield, hampered 3rd, mistake 2 out, soon asked for effort and no response","10","None","Left Handed",,"43","4","Order Of St George (IRE)","Slight Undulations","499","Gelding","Mujdeya","Linamix (FR)","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","5th","40","Prized Jet (IRE)","0","Candlish, Jennie","6","Power, I J","0","156","22",,"93","4 mins 21.03s","261.03","53","97","16.5","5","National Hunt","30.21846649","4.9","2","3","3648","0","Handicap Novices Hurdle","held up in touch, detached before 2 out, tailed off","7","None","Left Handed","Hood","24","7","Jet Away","Slight Undulations","248","Mare","Keeping The Dream (IRE)","Arcadio (GER)","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","6th","13","New Invention (IRE)","0","Greenall, O / Guerriero, J","6","Wynne, Toby","0","150","28",,"87","4 mins 21.03s","261.03","66","97","16.5","6","National Hunt","30.22557753","5.8","2","3","3648","0","Handicap Novices Hurdle","midfield, asked for effort before 2 out, soon well beaten","8","None","Left Handed","CkPc TT","23","5","Sholokhov (IRE)","Slight Undulations","0","Gelding","Liss A Chroi (IRE)","Exit To Nowhere (USA)","105",
"2026-02-28","3.40.","Doncaster","Virgin Bet Novices Handicap Hurdle","4yo+","Class 5",,"2m.5f ","4330","Soft","7","UR",,"Captain Cool (IRE)","0","Candlish, Jennie","6","Scott, Luke","3","161","1.75","(Fav)","101","4 mins 21.03s","261.03",,"97","16.5","UR","National Hunt","2.75315251","1.32","2","3","3648","0","Handicap Novices Hurdle","led, blundered and unseated rider 3rd","4","None","Left Handed"," TT","28","6","Jet Away","Slight Undulations",,"Gelding","Legal Proceedings (IRE)","Witness Box (USA)","105",
"2026-02-28","4.15.","Doncaster","Virgin Bet Handicap Hurdle (GBB Race)","4yo+","Class 2",,"3m.5f ","13202","Soft","5","1st",,"Docpickedme (IRE)","0","Hobson, Richard","10","Maggs, Mr Charlie","3","147","2.5","(JFav)","121","6 mins 25.23s","385.23",,"126","24.5","1","National Hunt","3.71506503","1.45","2","3","5364","0","Handicap Hurdle","tracked leader, led 3 out, pushed along before 2 out, strongly pressed before last, kept on in duel run-in, always doing enough near finish","7","None","Left Handed","CkPc TT","35","31","Getaway (GER)","Slight Undulations","13202","Gelding","Hard Luck (IRE)","Old Vic","139",
"2026-02-28","4.15.","Doncaster","Virgin Bet Handicap Hurdle (GBB Race)","4yo+","Class 2",,"3m.5f ","13202","Soft","5","2nd","0.5","Serious Chat (IRE)","0","McCain Jnr, D","7","Gillard, Mr T","0","154","5.5",,"125","6 mins 25.23s","385.23","0.5","126","24.5","2","National Hunt","7.4","1.86242886","2","3","5364","0","Handicap Hurdle","raced in third, shaken up into second before last where strongly pressed leader, kept on in sustained duel run-in, held close home","6","None","Left Handed","CkPc","58","13","Doyen (IRE)","Slight Undulations","6075","Gelding","Mathine (FR)","Malinas (GER)","139",
"2026-02-28","4.15.","Doncaster","Virgin Bet Handicap Hurdle (GBB Race)","4yo+","Class 2",,"3m.5f ","13202","Soft","5","3rd","8.5","Big Ticket","0","Twiston-Davies, N A","5","Twiston-Davies, Sam","0","155","2.5","(JFav)","126","6 mins 25.23s","385.23","9","126","24.5","3","National Hunt","3.84247412","1.54420364","2","3","5364","0","Handicap Hurdle","led, headed 3 out, ridden to challenge before 2 out, lost second before last, no extra","5","None","Left Handed",,"23","4","Soldier Of Fortune (IRE)","Slight Undulations","3038","Gelding","Twenty Eight Guns","Black Sam Bellamy (IRE)","139",
"2026-02-28","4.15.","Doncaster","Virgin Bet Handicap Hurdle (GBB Race)","4yo+","Class 2",,"3m.5f ","13202","Soft","5","4th","48","Minella Rescue (IRE)","0","Hanmer, G D","8","Bowen, James C","0","168","8",,"139","6 mins 25.23s","385.23","57","126","24.5","4","National Hunt","9.80929035","2.25231495","2","3","5364","0","Handicap Hurdle","raced in fourth, dropped to last 7th, went fourth again after 3 out, mistake 2 out, soon beaten","1","None","Left Handed",,"134","16","Beat Hollow","Slight Undulations","1520","Gelding","Some Catch (IRE)","Shantou (USA)","139",
"2026-02-28","4.15.","Doncaster","Virgin Bet Handicap Hurdle (GBB Race)","4yo+","Class 2",,"3m.5f ","13202","Soft","5","F",,"Kamsinas (FR)","0","OBrien, Fergal","9","OBrien, Miss Fern","5","160","2.75",,"136","6 mins 25.23s","385.23",,"126","24.5","F","National Hunt","4.14736634","1.48","2","3","5364","0","Handicap Hurdle","raced in last, went fourth 7th, lost fourth after 3 out, shaken up before 2 out, soon regained moderate fourth, held when fell last","2","None","Left Handed"," TT","35","19","Kamsin (GER)","Slight Undulations",,"Gelding","Louvadeus Has (FR)","Poliglote","139",
"2026-02-28","4.50.","Doncaster","Virgin Bet Junior NH Flat Race (GBB Race)","4yo","Class 5",,"2m.5f ","2451","Soft","8","1st",,"Friendly Glance","0","King, A","4","Bellamy, Tom","0","156","3",,"0","4 mins 14.88s","254.88",,"0","16.5","1","National Hunt","5.36243117","1.72835684","3","3","3648","0","NH Flat","midfield, smooth progress to challenge over 3f out, led over 2f out, soon pushed along, went clear final furlong, easily","2","None","Left Handed",,"None","0","Passing Glance","Slight Undulations","2451","Gelding","Call Me A Legend","Midnight Legend","0",
"2026-02-28","4.50.","Doncaster","Virgin Bet Junior NH Flat Race (GBB Race)","4yo","Class 5",,"2m.5f ","2451","Soft","8","2nd","9","Ivor Bear (IRE)","0","Twiston-Davies, N A","4","Twiston-Davies, Sam","0","156","1.2","(Fav)","0","4 mins 14.88s","254.88","9","0","16.5","2","National Hunt","2.52996827","1.32","3","3","3648","0","NH Flat","held up in touch, waited with and switched left over 3f out, ridden over 2f out, went second over 1f out, drifted left final furlong, no chance with winner","3","None","Left Handed",,"58","1","Soldier Of Fortune (IRE)","Slight Undulations","1129","Gelding","Innocent Girl (IRE)","Kings Theatre (IRE)","0",
"2026-02-28","4.50.","Doncaster","Virgin Bet Junior NH Flat Race (GBB Race)","4yo","Class 5",,"2m.5f ","2451","Soft","8","3rd","6","Noble Way (FR)","0","OMeara, D","4","Maggs, Mr Charlie","3","153","8",,"0","4 mins 14.88s","254.88","15","0","16.5","3","National Hunt","9.18381266","2.42116534","3","3","3648","0","NH Flat","held up in touch, smooth progress 4f out, pushed along into second over 2f out, lost second over 1f out, plugged on","6","None","Left Handed",,"None","0","Galiway","Slight Undulations","564","Gelding","Noble Melody (USA)","Noble Mission","0",
"2026-02-28","4.50.","Doncaster","Virgin Bet Junior NH Flat Race (GBB Race)","4yo","Class 5",,"2m.5f ","2451","Soft","8","4th","4.5","Music Song (FR)","0","Weston, T H","4","Dunne, R T","0","156","5",,"0","4 mins 14.88s","254.88","19.5","0","16.5","4","National Hunt","6.76623717","2.16","3","3","3648","0","NH Flat","wore red hood to post, midfield, improved into second 5f out, ridden and lost second over 3f out, weakened over 1f out","5","None","Left Handed",,"None","0","Prince Gibraltar (FR)","Slight Undulations","283","Gelding","Face A Face (FR)","Network (GER)","0",
"2026-02-28","4.50.","Doncaster","Virgin Bet Junior NH Flat Race (GBB Race)","4yo","Class 5",,"2m.5f ","2451","Soft","8","5th","1.75","Moscow Star (FR)","0","Signy, Oliver","4","Davies, James","0","156","33",,"0","4 mins 14.88s","254.88","21.25","0","16.5","5","National Hunt","40.25144447","4.91155577","3","3","3648","0","NH Flat","midfield, pushed along to challenge over 3f out, soon lost position, weakened 2f out","4","None","Left Handed"," TT","40","1","Cloth Of Stars (IRE)","Slight Undulations","0","Gelding","Moscow Nights (FR)","Peintre Celebre (USA)","0",
