racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace
19/02/2026,1.41.,Huntingdon,ITM At Huntingdon Maiden Hurdle (GBB Race),4yo+,Class 4,,2m ,5446,Heavy,9,8th,9.5,Loro White,0,"Murphy, Olly",5,"Bowen, Sean P",0,154,40,,0,4 mins 6.66s,246.66,42.25,0,16,8,National Hunt,0,0,3,0,3471,81,Maiden Hurdle,"held up in touch, struggling after 3 out, tailed off",8,None,Right Handed, TT,8,3,Dragon Dancer,Flat,0,Mare,Tigerific (IRE),Beneficial,105
19/02/2026,1.41.,Huntingdon,ITM At Huntingdon Maiden Hurdle (GBB Race),4yo+,Class 4,,2m ,5446,Heavy,9,9th,45,Kampari (FR),0,"Horsfall, Miss L",6,"Brogan, Kevin",0,161,50,,0,4 mins 6.66s,246.66,87.25,0,16,9,National Hunt,0,0,3,0,3471,81,Maiden Hurdle,"held up in touch, struggling 3 out, soon detached, tailed off",3,None,Right Handed,,32,5,Rail Link,Flat,,Gelding,Oudette (FR),Apple Tree (FR),105
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,1st,,Owl Of Athens (IRE),0,"Williams, Evan",7,"Ring, C V",0,156,1.88,,79,5 mins 39.54s,339.54,,81,20,1,National Hunt,0,0,2,0,4369,72,Handicap Chase,"prominent, led after 3 out, untidy 2 out, went clear run-in",4,None,Right Handed,,35,12,Court Cave (IRE),Flat,4489,Gelding,Amber Flame (IRE),Robin Des Champs (FR),91
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,2nd,18,Carpe Diem (FR),0,"Bridgwater, D G",8,"Powell, Brendan",0,167,1.38,(Fav),90,5 mins 39.54s,339.54,18,81,20,2,National Hunt,0,0,2,0,4369,72,Handicap Chase,"prominent, ridden before 2 out, no impression on winner run-in",2,None,Right Handed,Vsor,14,10,Walzertakt (GER),Flat,2066,Gelding,Chance Bleue (FR),Epervier Bleu,91
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,3rd,43,Ballywood (FR),0,"Howell, Ms G",12,"Worsley, Tabitha",3,157,12,,83,5 mins 39.54s,339.54,61,81,20,3,National Hunt,0,0,2,0,4369,72,Handicap Chase,"led, mistake 3 out, ridden and headed after 3 out, weakened 2 out",3,None,Right Handed,Blnk TT,18,32,Ballingarry (IRE),Flat,1033,Gelding,Miss Hollywood (FR),True Brave (USA),91
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,PU,,Ceejaybe,0,"Davis, Miss J S",6,"Davies, James",0,153,14,,76,5 mins 39.54s,339.54,,81,20,PU,National Hunt,0,0,2,0,4369,72,Handicap Chase,"held up in touch, detached after 6th, pulled up before 8th",5,None,Right Handed, TT,280,17,Free Eagle (IRE),Flat,,Gelding,Marmande (IRE),Duke Of Marmalade (IRE),91
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,PU,,Cracker Muddle,0,"Moore, Gary and Josh",8,"Quinn, Caoilin",0,142,25,,65,5 mins 39.54s,339.54,,81,20,PU,National Hunt,0,0,2,0,4369,72,Handicap Chase,"midfield, asked for effort after 3 out, soon beaten, pulled up before 2 out",6,None,Right Handed,,14,3,Kayf Tara,Flat,,Mare,Just Josie,Josr Algarhoud (IRE),91
19/02/2026,2.16.,Huntingdon,"Think Thoroughbred, Think Ireland Handicap Chase",5yo+,Class 5,,2m4f ,4489,Heavy,6,PU,,Dublin To Milan (IRE),0,"Boultbee-brooks, Clive",7,"Patrick, Richard",0,168,4.5,,91,5 mins 39.54s,339.54,,81,20,PU,National Hunt,0,0,2,0,4369,72,Handicap Chase,"held up in touch, niggled along before 6th, reminders after 7th, pulled up before 9th",1,None,Right Handed,,310,7,Milan,Flat,,Gelding,Glenlogan (IRE),Getaway (GER),91
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,1st,,Kom Tu Voudras (FR),0,"Bramley, Faye",6,"Cobden, Harry",0,160,2.5,,0,5 mins 41.54s,341.54,,0,21,1,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"tracked leaders, travelled strongly to challenge 2 out where not fluent, led last, pushed out run-in, cosily",5,None,Right Handed, TT,90,3,Martinborough (JPN),Flat,5446,Mare,Mousse Des Bois (FR),Chef De Clan (FR),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,2nd,1,Spring Serenade (IRE),0,"Bishop, K",7,"Scott, Luke",3,157,6.5,,0,5 mins 41.54s,341.54,1,0,21,2,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"prominent, led 3 out, edged left and bumped rival before 2 out, soon ridden and pressed, jumped left and not fluent 2 out, headed last, kept on but held by winner",9,None,Right Handed,,21,2,Kingston Hill,Flat,2509,Mare,Ariels Serenade (IRE),Presenting,45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,3rd,1.5,Blue Marvel (IRE),0,"Edmunds, Stuart",5,"Hammond, Charlie",0,160,1.38,(Fav),0,5 mins 41.54s,341.54,2.5,0,21,3,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"prominent, mistake 1st, led after 2nd, mistake and headed 3 out, ridden and bumped before 2 out, kept on",1,None,Right Handed,,39,4,Masked Marvel,Flat,1254,Mare,Loriblue (FR),Lando (GER),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,4th,4,Polkaface (IRE),0,"Case, B I",6,"Gethings, Ciaran",0,160,16,,0,5 mins 41.54s,341.54,6.5,0,21,4,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"midfield, improved into third before 3 out, ridden and lost third before 2 out, plugged on run-in",7,None,Right Handed, TT,342,4,Vadamos (FR),Flat,628,Mare,Compose,Anabaa (USA),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,5th,7,Warrioress (IRE),0,"Hales, A M",6,"Carver, Bryan",0,160,22,,0,5 mins 41.54s,341.54,13.5,0,21,5,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"held up in touch, pushed along before 3 out, went moderate fifth after 3 out, never a threat",10,None,Right Handed,,15,2,Soldier Of Fortune (IRE),Flat,0,Mare,Capuccina (FR),Lavirco (GER),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,6th,16,Dont Cheddar Tear,0,"Howell, Ms G",7,"Worsley, Tabitha",3,157,300,,45,5 mins 41.54s,341.54,29.5,0,21,6,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"led, headed and remained prominent after 2nd, lost place after 7th, dropped to rear after 3 out, tailed off",3,None,Right Handed,,23,6,Passing Glance,Flat,0,Mare,Young Cheddar (IRE),Croco Rouge (IRE),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,7th,17,Indigo Sky,0,"Wadham, Mrs L",6,"Cannon, Tom J",0,160,18,,0,5 mins 41.54s,341.54,46.5,0,21,7,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"held up in touch, ridden after 3 out, beaten before 2 out",4,None,Right Handed,,304,2,Blue Bresil (FR),Flat,0,Mare,Kentucky Sky,Cloudings (IRE),45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,PU,,Run Suzie Run (IRE),0,"Lawes, T",7,"Brogan, Kevin",0,160,4,,0,5 mins 41.54s,341.54,,0,21,PU,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"midfield, dropped to last after 7th, detached 3 out, pulled up before 2 out",8,None,Right Handed,,None,0,Westerner,Flat,,Mare,Def It Vic (IRE),Definite Article,45
19/02/2026,2.51.,Huntingdon,Visit Irish Bloodstock Sales With ITM EBF Mares National Hunt Maiden Hurdle (GBB Race),4yo+,Class 4,,2m5f ,5446,Heavy,9,PU,,Callmesusie (IRE),0,"Allan, Miss Louise",8,"Quinlan, Jack",0,160,100,,0,5 mins 41.54s,341.54,,0,21,PU,National Hunt,0,0,3,0,4545,110,Maiden Hurdle,"held up in touch, asked for effort and no response after 7th, pulled up before 8th",2,None,Right Handed,,32,3,Mahler,Flat,,Mare,Res Ipsa Loquitur (IRE),Beneficial,45
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,1st,,Postponed Legacy,0,"Keighley, M",5,"Best, J A",0,164,0.44,(Fav),89,4 mins 17.32s,257.32,,88,16,1,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"prominent, led 4th, ridden after 2 out, went clear run-in, comfortably",4,None,Right Handed,CkPc,35,13,Postponed (IRE),Flat,3697,Gelding,Zaralanta (IRE),Danehill Dancer (IRE),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,2nd,4.25,Peace In The Park (FR),0,"Jeffreys, D J",6,"Bellamy, Tom",0,165,12,,90,4 mins 17.32s,257.32,4.25,88,16,2,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"raced wide, tracked leaders, ridden into second before 2 out, kept on but no match for winner",3,None,Right Handed,,71,4,Walk In The Park (IRE),Flat,1701,Gelding,Peace Alexia (FR),Alex The Winner (USA),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,3rd,1.5,Steel Soldier (IRE),0,"Norton, J R",6,"Maggs, Mr William",5,146,40,,76,4 mins 17.32s,257.32,5.75,88,16,3,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"held up in touch, ridden after 3 out, went third last, stayed on run-in",8,None,Right Handed,,23,6,Soldier Of Fortune (IRE),Flat,850,Gelding,Gaye Annie (IRE),Tikkanen (USA),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,4th,3.5,Neeps And Tatties,0,"Phillips, R T",7,"Lambert, Finn",3,160,22,,88,4 mins 17.32s,257.32,9.25,88,16,4,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"midfield, pushed along and went third after 3 out, lost third before 2 out, weakened before last",5,None,Right Handed,Hood,27,4,Black Sam Bellamy (IRE),Flat,426,Mare,Supreme Gem (IRE),Supreme Leader,91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,5th,1,Ramaah,0,"Davies, Miss Sarah-Jayne",5,"Ring, C V",0,148,22,,73,4 mins 17.32s,257.32,10.25,88,16,5,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"prominent, shaken up before 2 out, jumped right and mistake last, no extra run-in",10,None,Right Handed,Blnk,18,15,Waldgeist,Flat,212,Gelding,Date With Destiny (IRE),George Washington (IRE),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,6th,2.5,For Old Times Sake (IRE),0,"Mulholland, N P",5,"McLernon, R P",0,166,3.5,,91,4 mins 17.32s,257.32,12.75,88,16,6,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"led, headed 4th, ridden after 3 out, soon weakened",1,None,Right Handed,Hood,21,3,Masked Marvel,Flat,0,Gelding,Pasaquina (GER),Acatenango (GER),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,7th,9.5,Glenmuick,0,"Longsdon, C E",5,"Pinchin, Miss L M",0,165,10,,90,4 mins 17.32s,257.32,22.25,88,16,7,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"midfield, pushed along and struggling after 3 out, tailed off",2,None,Right Handed,,18,5,Frammassone (IRE),Flat,0,Gelding,En Passe (IRE),Flemensfirth (USA),91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,8th,4,Celine Man (IRE),0,"Jenkins, J R",8,"Davies, James",0,150,100,,75,4 mins 17.32s,257.32,26.25,88,16,8,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"held up in touch, pushed along after 3 out, soon no threat",9,None,Right Handed,,14,8,Milan,Flat,0,Gelding,One Cool Dame (IRE),Westerner,91
19/02/2026,3.26.,Huntingdon,Irish Thoroughbred Marketing At Huntingdon Novices Limited Handicap Hurdle,4yo+,Class 5,,2m ,3697,Heavy,9,9th,9,Cosmic Spirit,0,"Case, B I",4,"Stevenson, J W",7,138,66,,82,4 mins 17.32s,257.32,35.25,88,16,9,National Hunt,0,0,3,0,3471,81,Handicap Novices Hurdle,"tracked leaders, ridden after 3 out, weakened before 2 out",11,None,Right Handed,Hood,35,6,Universal (IRE),Flat,,Gelding,Theatrical Spirit,Baryshnikov (AUS),91
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,1st,,Natus Vincere (IRE),0,"Murphy, Olly",7,"Bowen, Sean P",0,160,1.63,(Fav),83,5 mins 12.23s,312.23,,84,20,1,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"raced wide, tracked leaders, went second before 3 out, led still going well 2 out, untidy last, pushed out near finish, comfortable",5,None,Right Handed, TT,30,4,No Risk At All (FR),Flat,4040,Mare,Khazina (FR),Alhaarth (IRE),88
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,2nd,1.75,After Many Days,0,"Daly, H D",7,"Twiston-Davies, Sam",0,164,2.25,,87,5 mins 12.23s,312.23,1.75,84,20,2,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"prominent, led after 6th, shaken up before 2 out where headed, rallied run-in but always held by winner",3,None,Right Handed,CkPc,30,16,Getaway (GER),Flat,1859,Mare,Last Of Her Line,Silver Patriarch (IRE),88
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,3rd,5.5,Kellebelle (FR),0,"Jeffreys, D J",5,"Dunne, R T",0,165,7,,88,5 mins 12.23s,312.23,7.25,84,20,3,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"midfield, not fluent but went third 3 out, ridden to challenge 2 out, held after last",2,None,Right Handed, TT,17,5,Cokoriko (FR),Flat,929,Mare,Kayita (FR),Walk In The Park (IRE),88
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,4th,6,Getarose (IRE),0,"Williams, Evan",5,"Ring, C V",0,162,40,,85,5 mins 12.23s,312.23,13.25,84,20,4,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"held up in touch, mistake 3 out, ridden into moderate fourth before 2 out, mistake last, no extra",4,None,Right Handed,,17,5,Getaway (GER),Flat,465,Mare,Fleur Rose (IRE),Flemensfirth (USA),88
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,5th,57,Prairie Queen,0,"Gardner, Mrs S",6,"Gardner, Lucy",0,150,4.5,,73,5 mins 12.23s,312.23,70.25,84,20,5,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"led, headed after 6th, weakened after 3 out",6,None,Right Handed, TT,84,15,Eastern Anthem (IRE),Flat,232,Mare,Lupa Montana (USA),Giants Causeway (USA),88
19/02/2026,4.01.,Huntingdon,Experience Irish Racing With ITM Mares Novices Limited Handicap Hurdle,4yo+,Class 5,,2m4f ,4040,Heavy,6,PU,,Liloo Dores (FR),0,"Hanmer, G D",9,"Anderson, Joe",3,144,9,,70,5 mins 12.23s,312.23,,84,20,PU,National Hunt,0,0,2,0,4317,110,Handicap Novices Hurdle,"held up in touch, struggling before 7th, pulled up after 7th",7,None,Right Handed,Vsor TT,17,15,Great Pretender (IRE),Flat,,Mare,Diagora (FR),Highest Honor (FR),88
19/02/2026,4.36.,Huntingdon,Travel Incentive For British Buyers Handicap Chase (GBB Race),5yo+,Class 4,,3m ,5149,Heavy,5,1st,,Sporting Ace (IRE),0,"King, N B",10,"Jones, Lily",7,154,6.5,,112,6 mins 48.02s,408.02,,108,24,1,National Hunt,0,0,2,0,5189,93,Handicap Chase,"prominent, led 3rd, headed after 6th, lost place after 8th, led again 9th, headed 12th, dropped to fourth after 3 out, rallied into third before 2 out, stayed on run-in, led close home",1,None,Right Handed,,31,26,Shantou (USA),Flat,5149,Gelding,Knockbounce View (IRE),Old Vic,112
19/02/2026,4.36.,Huntingdon,Travel Incentive For British Buyers Handicap Chase (GBB Race),5yo+,Class 4,,3m ,5149,Heavy,5,2nd,0.5,Dangerous Touch (IRE),0,"Murphy, Olly",7,"Bowen, Sean P",0,156,3,,107,6 mins 48.02s,408.02,0.5,108,24,2,National Hunt,0,0,2,0,5189,93,Handicap Chase,"led, headed 3rd, led again after 6th, headed 9th, regained lead 12th, ridden after 3 out, headed 2 out, rallied to regain lead before last, kept on run-in, headed close home",5,None,Right Handed,CkPc,20,11,Vendangeur (IRE),Flat,2369,Gelding,A Touch Of Sparkle (IRE),Golan (IRE),112
19/02/2026,4.36.,Huntingdon,Travel Incentive For British Buyers Handicap Chase (GBB Race),5yo+,Class 4,,3m ,5149,Heavy,5,3rd,2,Thruthelookinglass,0,"Bailey, K C",9,"Bellamy, Tom",0,157,1.2,(Fav),108,6 mins 48.02s,408.02,2.5,108,24,3,National Hunt,0,0,2,0,5189,93,Handicap Chase,"prominent, ridden into second after 3 out, led 2 out, headed before last, pressed leader run-in, held near finish",3,None,Right Handed,,31,9,Kayf Tara,Flat,1185,Gelding,Amazing Dazy (IRE),Presenting,112
19/02/2026,4.36.,Huntingdon,Travel Incentive For British Buyers Handicap Chase (GBB Race),5yo+,Class 4,,3m ,5149,Heavy,5,4th,20,Fern Hill (IRE),0,"Case, B I",11,"Quinlan, Jack",0,156,12,,107,6 mins 48.02s,408.02,22.5,108,24,4,National Hunt,0,0,2,0,5189,93,Handicap Chase,"held up in touch, asked for effort after 3 out, beaten from 2 out",4,None,Right Handed,,29,32,Dylan Thomas (IRE),Flat,593,Gelding,Water Rock,El Conquistador,112
19/02/2026,4.36.,Huntingdon,Travel Incentive For British Buyers Handicap Chase (GBB Race),5yo+,Class 4,,3m ,5149,Heavy,5,PU,,Theyseekhimthere (IRE),0,"Greatrex, W J",8,"Bowen, James C",0,157,4,,108,6 mins 48.02s,408.02,,108,24,PU,National Hunt,0,0,2,0,5189,93,Handicap Chase,"tracked leaders, went second after 8th, lost second 9th, ridden after 3 out, soon weakened, pulled up before 2 out",2,None,Right Handed,,438,7,Elusive Pimpernel (USA),Flat,,Gelding,Wild Spell (IRE),Oscar (IRE),112
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,1st,,Team Player,3,"Whillans, Ewan",4,"Fairley, Greg",0,124,33,,78,3 mins 32.73s,212.73,,78,16.5,1,All Weather,0,0,3,0,3576,0,Handicap,"held up towards rear, steady headway from over 3f out, travelling well when led over 1f out, ran on well and always doing enough towards finish",9,Inside,Left Handed, TT,140,10,Without Parole,Tapeta,7956,Gelding,Caravela (IRE),Henrythenavigator (USA),92
