meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final
2026-03-18,BOR,2,2026-03-18_BOR_2,FRENCH COLORADO,5.0,8.947745168217608,Très souple,Turf,5,3,125.66333999999999,,3.2800000000000002,110.69315801150861,2.2859893203880275,0.13678250602821418,114.75666706652079,-0.33666000000000906,114.42000706652078,3.578382247673588,117.99838931419437,90.52692090358107,90.52692090358107
2026-03-18,BOR,2,2026-03-18_BOR_2,ALEXANDER MAXIMUS,6.0,8.947745168217608,Très souple,Turf,5,3,125.66333999999999,,18.28,110.69315801150861,2.2859893203880275,0.13678250602821418,80.46682726070037,-0.33666000000000906,80.13016726070036,3.578382247673588,83.70854950837395,66.10487407402766,66.10487407402766
2026-03-18,BOR,2,2026-03-18_BOR_2,LE DOC,7.0,8.947745168217608,Très souple,Turf,5,3,125.66333999999999,,38.28,110.69315801150861,2.2859893203880275,0.13678250602821418,56.891716633272026,-0.33666000000000906,56.55505663327202,3.578382247673588,60.133438880945604,,
2026-03-18,BOR,3,2026-03-18_BOR_3,DAMIETTA,1.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,125.04,0.0,122.74086946998759,2.0889286374676295,0.13678250602821418,90.18989825198103,1.8679599999999823,92.05785825198102,2.0870913863039853,94.144949638285,73.53792870910303,73.53792870910303
2026-03-18,BOR,3,2026-03-18_BOR_3,FAITH IN YOU,2.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,,2.5,122.74086946998759,2.0889286374676295,0.13678250602821418,84.96757665831196,1.8679599999999823,86.83553665831194,2.0870913863039853,88.92262804461592,69.8184659399032,69.8184659399032
2026-03-18,BOR,3,2026-03-18_BOR_3,DISSEMBLE,3.0,9.941939075797343,Très souple,Turf,5,3,123.45871999999999,,2.6,122.74086946998759,2.0889286374676295,0.13678250602821418,84.7586837945652,-2.5412800000000146,82.21740379456519,2.0870913863039853,84.30449518086917,66.52932088404388,66.52932088404388
2026-03-18,BOR,3,2026-03-18_BOR_3,PERSIANROMY,4.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,,2.85,122.74086946998759,2.0889286374676295,0.13678250602821418,84.23645163519829,1.8679599999999823,86.10441163519828,2.0870913863039853,88.19150302150226,69.29774115221525,69.29774115221525
2026-03-18,BOR,3,2026-03-18_BOR_3,AUSTRALIPS,5.0,9.941939075797343,Très souple,Turf,5,3,123.45871999999999,,3.1,122.74086946998759,2.0889286374676295,0.13678250602821418,83.71421947583138,-2.5412800000000146,81.17293947583137,2.0870913863039853,83.26003086213535,65.78542833020393,65.78542833020393
2026-03-18,BOR,3,2026-03-18_BOR_3,PURPLE DAHLIA,6.0,9.941939075797343,Très souple,Turf,5,3,123.45871999999999,,5.1,122.74086946998759,2.0889286374676295,0.13678250602821418,79.53636220089612,-2.5412800000000146,76.9950822008961,2.0870913863039853,79.08217358720009,62.80985811484408,62.80985811484408
2026-03-18,BOR,3,2026-03-18_BOR_3,PRINCESS ALMA,7.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,,10.1,122.74086946998759,2.0889286374676295,0.13678250602821418,69.09171901355798,1.8679599999999823,70.95967901355796,2.0870913863039853,73.04677039986194,58.51129912153585,58.51129912153585
2026-03-18,BOR,3,2026-03-18_BOR_3,NEVER LOST,8.0,9.941939075797343,Très souple,Turf,5,3,123.45871999999999,,12.6,122.74086946998759,2.0889286374676295,0.13678250602821418,63.869397419888905,-2.5412800000000146,61.32811741988889,2.0870913863039853,63.41520880619288,51.65146980724471,51.65146980724471
2026-03-18,BOR,3,2026-03-18_BOR_3,LOOK,9.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,,42.6,122.74086946998759,2.0889286374676295,0.13678250602821418,25.949347475031928,1.8679599999999823,27.81730747503191,2.0870913863039853,29.904398861335896,,
2026-03-18,BOR,4,2026-03-18_BOR_4,FEL,1.0,9.941939075797343,Très souple,Turf,5,3,123.45871999999999,73.98,0.0,122.74086946998759,2.0889286374676295,0.13678250602821418,623.4933793974668,-2.5412800000000146,620.9520993974668,2.0870913863039853,623.0391907837708,450.2291001546948,450.2291001546948
2026-03-18,BOR,4,2026-03-18_BOR_4,STUDY OF CASE,2.0,9.941939075797343,Très souple,Turf,5,3,127.86795999999998,,1.5,122.74086946998759,2.0889286374676295,0.13678250602821418,620.3599864412654,1.8679599999999823,622.2279464412654,2.0870913863039853,624.3150378275694,451.13778903826636,451.13778903826636
